GeneID,S9,S11,S1,S3,S5,S7,S13,S15,S17,S10,S12,S2,S4,S6,S8,S14,S16,S18
ISG15,387.683287678075,367.973761060298,897.110452885774,1265.17614468736,796.343487029806,778.415363571139,468.556990510633,459.489622093664,516.953427048798,744.048681381526,2084.46149381429,1231.64728076979,1063.25726234227,3590.71882872506,1060.65214188761,498.079377248311,1220.59294576793,445.657392724855
TNFRSF18,60.6808624191769,44.0767118511428,121.270631253289,0,105.177441683182,20.0450308215744,38.0726114574207,63.3598225337131,112.493617191709,94.8359739314349,34.235035380278,7.1422844890001,0,16.188993817516,57.7396432270179,11.4133679479448,6.72600521159824,15.9877091560486
AJAP1,25.283692674657,16.0278952185974,4.38327582843212,0,45.0760464356494,13.3633538810496,32.7952197702535,6.02180131518761,5.68933236371863,3.18241523259849,1.29188812755766,1.58717433088891,3.38616962529385,0,0,7.76109020460246,0.708000548589289,0.666154548168692
TNFRSF8,5.05673853493141,16.6957241860389,11.6887355424857,5.34958200713471,30.0506976237662,3.3408384702624,58.4282651079228,21.2072133273999,26.6364197028645,45.8267793494182,28.4215388062685,47.6152299266673,50.7925443794078,123.036353013122,20.0833541659193,40.1750551767657,46.0200356583038,136.561682374582
TNFRSF1B,428.137195957526,710.570021357817,533.298559125908,880.006240173659,330.557673861429,283.971269972304,840.236147906838,1631.90815641584,2485.72103091198,1244.32435594601,469.60133436721,922.148286246457,4156.5232150482,1363.11327943485,2122.55949341059,916.721713578925,813.846630603388,6916.68267363553
FGR,367.456333538349,496.196922809077,189.941952565392,409.243023545805,435.735115544611,324.061331615453,1200.98356537963,275.693773256198,466.008041791863,860.525078894631,324.263920016973,951.511011367902,3067.86968051623,1343.68648685383,429.281695296524,1214.83888437924,684.636530485842,2024.44367188465
PTAFR,298.347573560953,552.294556074168,431.022123129158,534.958200713471,480.81116198026,501.12577053936,1065.27920770961,139.810517491747,503.764520205632,623.753385589303,216.391261365908,1972.06410612947,1737.10501777575,2612.90360214709,466.937984357623,1716.11400465298,726.762563126905,1644.06942488033
PTPRU,1.6855795116438,10.6852634790649,8.76655165686424,5.34958200713471,7.51267440594156,10.0225154107872,12.0626095706679,9.16361069702463,6.20654439678396,2.54593218607879,0.645944063778831,1.58717433088891,0,3.23779876350321,3.76562890610986,0.913069435835583,0.354000274294644,1.33230909633738
CSF3R,320.260107212323,343.931918232402,211.858331707552,794.412928059504,255.430929802013,1593.57995031516,971.417026987852,134.312351073532,346.790668170304,1008.82562873372,189.907554750976,1169.74748186513,3800.97540439235,1168.84535362466,645.177752580156,1249.07898822308,443.916343965484,1747.98953439465
PLPP3,55.6241238842455,57.4332911999739,80.3600568545889,109.666431146261,172.791511336656,180.405277394169,47.496525184505,43.199879000259,78.0990169928649,7.63779655823637,9.68916095668246,65.8677347318898,33.8616962529385,80.9449690875802,3.76562890610986,35.6097079975877,20.1780156347947,76.6077730393996
TACSTD2,58.9952829075331,41.4053959813766,29.2218388562141,128.389968171233,225.380232178247,704.916917225366,34.6800025156703,3.40362683032343,13.7061188762313,31.8241523259849,1.29188812755766,44.4408812648895,94.8127495082278,12.9511950540128,15.0625156244394,11.8699026658626,16.6380128918483,1.33230909633738
IL23R,32.0260107212323,21.3705269581298,92.0487923970745,26.7479100356735,22.5380232178247,16.704192351312,61.4439175005898,19.3744911879949,16.0335730250252,7.00131351171667,18.7323778495861,7.93587165444455,5.07925443794078,3.23779876350321,2.51041927073991,7.76109020460246,0,4.66308183718084
IL12RB2,74.1654985123273,272.474218716155,168.025573423231,88.2681031177227,180.304185742597,56.7942539944608,88.5847890345927,114.152407540078,142.491915109498,56.6469911402531,187.323778495861,44.4408812648895,13.5446785011754,42.0913839255417,38.9114986964686,53.4145619963816,121.068093808768,101.255491321641
PTGER3,11.7990565815066,12.6887503813896,2.92218388562141,8.02437301070206,7.51267440594156,0,19.6017405523354,19.1126737395085,9.82702862824127,0.636483046519697,5.81349657400948,3.96793582722228,5.07925443794078,0,1.25520963536995,0,0,0
MCOLN2,111.248247768491,162.282439088298,103.73752793956,208.633698278254,75.1267440594156,103.565992578134,63.3287002460067,187.984928013248,265.84698499558,59.8294063728515,102.705106140834,40.4729454376672,155.763802763517,45.3291826890449,45.1875468733183,17.8048539987939,121.068093808768,55.2908274980014
GBP5,249.465767723283,367.973761060298,986.237061397227,184.560579246147,428.222441138669,350.788039377552,170.007403636601,482.529557560468,348.600910286033,267.322879538273,1340.33393234107,925.322634908235,641.679143993185,430.627235545926,483.255709617432,365.684309052151,1138.46488213158,832.027030662696
ABCA4,3.37115902328761,7.34611864185713,0,0,37.5633720297078,0,18.8478274541686,6.02180131518761,6.20654439678396,0,0.645944063778831,3.96793582722228,0,3.23779876350321,0,0.456534717917792,0,0
VCAM1,15.1702156047942,140.244083162727,255.691089991874,0,75.1267440594156,143.656054221283,28.6486977303364,5.75998386670119,39.8253265460304,0,1.29188812755766,9.52304598533346,0,0,0,1.36960415375337,6.3720049373036,0
COL11A1,18.5413746280818,10.0174345116234,0,5.34958200713471,75.1267440594156,0,30.9104370248366,28.0144669880467,14.4819369258292,1.90944913955909,2.58377625511532,0,16.9308481264693,0,0,0.456534717917792,0,0
